,,WACC,WACC,WACC,WACC,WACC,WACC,WACC,WACC,WACC,WACC
Technology,,Bioenergy,Gas,Gas CCUS,Geothermal,Hydro,Solar,Tidal,Wave,Wind,Wind Offshore
Country code,Year,,,,,,,,,,
SWZ,2023,15.34,16.16,16.78,17.78,14.93,16.38,16.66,16.66,16.66,17.48
SXM,2015,12.04,11.29,12.04,13.25,11.55,11.55,11.89,11.89,11.89,12.89
SXM,2016,11.58,10.83,11.58,12.79,11.09,11.09,11.43,11.43,11.43,12.43
SXM,2017,11.01,10.26,11.01,12.22,10.52,10.52,10.86,10.86,10.86,11.86
SXM,2018,12.270000000000001,11.520000000000001,12.270000000000001,13.479999999999999,11.78,11.78,12.12,12.12,12.12,13.12
SXM,2019,10.85,10.1,10.85,12.06,10.36,10.36,10.7,10.7,10.7,11.7
SXM,2020,9.43,8.68,9.43,10.64,8.94,8.94,9.28,9.28,9.28,10.28
SXM,2021,10.729999999999999,9.98,10.729999999999999,11.94,10.24,10.24,10.58,10.58,10.58,11.58
SXM,2022,15.0,14.25,15.0,16.21,14.51,14.51,14.85,14.85,14.85,15.85
SXM,2023,14.81,14.06,14.81,16.02,14.32,14.32,14.66,14.66,14.66,15.66
SYR,2015,21.25,20.59,21.25,22.3,20.82,20.82,21.12,21.12,21.12,21.99
SYR,2016,20.68,20.02,20.68,21.73,19.48,20.25,20.55,20.55,20.55,21.42
SYR,2017,26.99,26.32,26.99,28.06,25.77,26.55,26.85,26.85,26.85,27.74
SYR,2018,23.75,23.11,23.75,24.790000000000003,22.58,23.33,23.62,23.62,23.62,24.48
SYR,2019,18.27,17.63,18.27,19.3,17.11,17.85,18.14,18.14,18.14,18.99
SYR,2020,24.55,23.88,24.55,25.62,23.34,24.11,24.42,24.42,24.42,25.3
SYR,2021,25.78,25.12,25.78,26.86,24.570000000000004,25.350000000000005,25.649999999999995,25.649999999999995,25.649999999999995,26.540000000000003
SYR,2022,32.0,31.34,32.0,33.08,30.79,31.57,31.87,31.87,31.87,32.76
SYR,2023,31.04,30.37,31.04,32.11,29.82,30.6,30.9,30.9,30.9,31.79
TCA,2015,11.51,10.76,11.51,12.72,11.02,11.02,11.36,11.36,11.36,12.36
TCA,2016,11.06,10.31,11.06,12.27,10.57,10.57,10.91,10.91,10.91,11.91
TCA,2017,10.64,9.89,10.64,11.85,10.15,10.15,10.49,10.49,10.49,11.49
TCA,2018,11.82,11.07,11.82,13.03,11.33,11.33,11.67,11.67,11.67,12.67
TCA,2019,10.21,9.46,10.21,11.42,9.72,9.72,10.06,10.06,10.06,11.06
TCA,2020,8.81,8.06,8.81,10.02,8.32,8.32,8.66,8.66,8.66,9.66
TCA,2021,9.28,8.53,9.28,10.49,8.79,8.79,9.13,9.13,9.13,10.13
TCA,2022,12.41,11.66,12.41,13.62,11.92,11.92,12.26,12.26,12.26,13.26
TCA,2023,12.66,11.91,12.66,13.87,12.17,12.17,12.51,12.51,12.51,13.51
TGO,2015,14.49,13.86,14.49,15.5,12.62,14.08,14.360000000000001,14.360000000000001,14.360000000000001,15.199999999999998
TGO,2016,14.02,13.39,14.02,15.03,12.15,13.61,13.89,13.89,13.89,14.73
TGO,2017,15.02,14.4,15.02,16.02,13.16,14.61,14.89,14.89,14.89,15.72
TGO,2018,17.44,16.82,17.44,18.45,15.57,17.03,17.32,17.32,17.32,18.15
TGO,2019,12.87,12.25,12.87,13.87,11.03,12.47,12.75,12.75,12.75,13.569999999999999
TGO,2020,11.5,10.88,11.5,12.49,9.66,11.1,11.37,11.37,11.37,12.19
TGO,2021,11.87,11.25,11.87,12.86,10.04,10.04,11.75,11.75,11.75,12.56
TGO,2022,18.09,17.46,18.09,19.1,16.22,16.22,17.96,17.96,17.96,18.8
TGO,2023,16.84,16.22,16.84,17.84,14.99,14.99,16.72,16.72,16.72,17.55
THA,2015,9.23,9.34,9.98,11.01,9.56,9.56,9.85,9.85,9.85,10.7
THA,2016,8.83,8.94,9.57,10.61,9.16,9.16,9.45,9.45,9.45,10.3
THA,2017,8.38,8.49,9.13,10.15,8.71,8.71,9.0,9.0,9.0,9.85
THA,2018,8.68,9.53,10.17,11.19,9.01,9.75,10.04,10.04,10.04,10.89
THA,2019,7.279999999999999,8.13,8.76,9.79,7.610000000000001,8.35,8.64,8.64,8.64,9.48
THA,2020,6.07,6.92,7.55,8.58,7.14,7.14,7.43,7.43,7.43,8.27
THA,2021,6.45,7.29,7.93,8.95,7.510000000000001,7.510000000000001,7.8,7.8,7.8,8.65
THA,2022,9.2,10.05,10.68,11.71,9.52,10.27,10.56,10.56,10.56,11.41
THA,2023,9.35,10.2,10.83,11.86,9.68,10.42,10.71,10.71,10.71,11.55
TJK,2017,14.81,14.15,14.81,15.88,12.84,14.38,14.679999999999998,14.679999999999998,14.679999999999998,15.56
TJK,2018,17.09,16.43,17.09,18.16,15.11,16.66,16.96,16.96,16.96,17.84
TJK,2019,13.710000000000003,13.05,13.710000000000003,14.779999999999998,11.74,13.279999999999998,13.580000000000002,13.580000000000002,13.580000000000002,14.460000000000003
TJK,2020,12.27,11.62,12.27,13.34,10.3,11.84,12.14,12.14,12.14,13.02
TJK,2021,12.69,12.03,12.69,13.76,10.729999999999999,12.26,12.56,12.56,12.56,13.44
TJK,2022,19.2,18.53,19.2,20.27,17.21,18.76,19.06,19.06,19.06,19.95
TJK,2023,17.94,17.28,17.94,19.02,15.96,17.51,17.81,17.81,17.81,18.7
TTO,2015,9.68,9.09,9.68,10.62,9.29,9.29,9.56,9.56,9.56,10.34
TTO,2016,9.29,8.7,9.29,10.23,8.9,8.9,9.17,9.17,9.17,9.95
TTO,2017,9.3,8.72,9.3,10.24,8.92,8.92,9.179999999999998,9.179999999999998,9.179999999999998,9.959999999999999
TTO,2018,10.48,9.89,10.48,11.42,10.1,10.1,10.36,10.36,10.36,11.14
TTO,2019,8.85,8.27,8.85,9.79,8.47,8.47,8.74,8.74,8.74,9.51
TTO,2020,7.7,7.12,7.7,8.63,7.32,7.32,7.58,7.58,7.58,8.36
TTO,2021,8.47,7.89,8.47,9.41,8.09,8.09,8.35,8.35,8.35,9.13
TTO,2022,12.02,11.43,12.02,12.97,11.64,11.64,11.9,11.9,11.9,12.69
TTO,2023,11.75,11.16,11.75,12.69,11.36,11.36,11.63,11.63,11.63,12.41
TUN,2015,13.67,12.99,13.67,14.76,13.23,13.23,13.53,13.53,13.53,14.43
TUN,2016,13.2,12.53,13.2,14.29,12.76,12.76,13.07,13.07,13.07,13.97
TUN,2017,12.8,12.13,12.8,13.89,12.37,12.37,12.67,12.67,12.67,13.570000000000002
TUN,2018,16.01,15.33,16.01,17.1,15.57,15.57,15.87,15.87,15.87,16.77
TUN,2019,12.99,12.31,12.99,14.080000000000002,12.55,12.55,12.85,12.85,12.85,13.75
TUN,2020,11.57,10.9,11.57,12.66,11.13,11.13,11.44,11.44,11.44,12.33
TUN,2021,13.94,13.26,13.94,15.03,13.49,13.49,13.800000000000002,13.800000000000002,13.800000000000002,14.699999999999998
TUN,2022,21.33,20.65,21.33,22.43,20.88,20.88,21.19,21.19,21.19,22.11
TUN,2023,22.0,21.31,22.0,23.1,21.55,21.55,21.86,21.86,21.86,22.77
TUR,2015,10.54,9.93,10.54,11.54,8.7,10.14,10.42,10.42,9.7,11.24
TUR,2016,10.14,9.52,10.14,11.13,8.3,9.73,10.01,10.01,9.29,10.12
TUR,2017,9.709999999999999,9.1,9.709999999999999,10.69,7.88,9.31,9.59,9.59,8.16,9.69
TUR,2018,12.37,11.76,12.37,13.37,10.53,11.97,12.25,12.25,10.81,12.35
TUR,2019,11.13,10.51,11.13,12.12,9.28,10.0,11.0,11.0,9.56,11.11
TUR,2020,10.75,9.4,10.02,11.02,8.89,9.62,9.9,9.9,9.17,10.73
TUR,2021,11.12,9.78,10.4,11.4,9.27,9.99,10.28,10.28,9.55,11.1
TUR,2022,18.34,16.96,17.6,18.62,16.44,17.18,17.47,17.47,16.73,17.57
TUR,2023,17.09,15.72,16.35,17.37,15.2,15.94,16.23,16.23,15.49,16.33
TWN,2015,8.41,7.779999999999999,8.41,9.44,8.0,8.0,8.29,8.29,8.29,9.13
TWN,2016,8.04,7.4,8.04,9.06,7.62,7.62,7.91,7.91,7.91,8.75
TWN,2017,8.05,7.410000000000001,8.05,9.07,7.63,7.63,7.92,7.92,7.92,8.76
TWN,2018,8.85,8.22,8.85,9.87,8.44,8.44,8.73,8.73,8.73,9.57
TWN,2019,7.83,7.19,7.83,8.85,7.409999999999999,7.409999999999999,7.7,7.7,7.7,8.54
TWN,2020,6.66,6.02,6.66,7.68,6.24,6.24,6.53,6.53,6.53,7.37
TWN,2021,7.03,6.39,7.03,8.05,6.61,6.61,6.900000000000001,6.900000000000001,6.900000000000001,7.739999999999999
TWN,2022,9.06,8.42,9.06,10.08,8.64,7.9,8.93,8.93,8.93,9.77
TWN,2023,9.48,8.85,9.48,10.5,9.06,8.33,9.35,9.35,9.35,10.19
TZA,2015,14.389999999999999,13.78,14.389999999999999,15.380000000000003,12.56,13.99,14.270000000000001,14.270000000000001,14.270000000000001,15.08
TZA,2016,13.92,13.31,13.92,14.91,12.09,13.52,13.8,13.8,13.8,14.62
TZA,2017,13.6,12.99,13.6,14.570000000000002,11.8,13.2,13.48,13.48,13.48,14.28
TZA,2018,13.07,12.47,13.07,14.03,11.29,12.68,12.949999999999998,12.949999999999998,12.949999999999998,13.74
TZA,2019,10.7,10.1,10.7,11.65,8.93,10.31,10.58,10.58,10.58,11.37
TZA,2020,10.33,9.74,10.33,11.29,8.56,9.95,10.22,10.22,10.22,11.01
TZA,2021,10.69,10.09,10.69,11.64,8.91,10.3,10.57,10.57,10.57,11.36
TZA,2022,16.05,15.45,16.05,17.03,14.25,15.66,15.93,15.93,15.93,16.74
TZA,2023,15.09,14.49,15.09,16.06,13.29,14.69,14.97,14.97,14.97,15.77
UGA,2015,12.36,13.18,13.79,14.770000000000001,11.96,13.39,13.66,13.66,13.66,14.479999999999999
UGA,2016,11.9,12.72,13.33,14.31,11.51,12.93,13.21,13.21,13.21,14.02
UGA,2017,11.8,11.9,12.5,13.459999999999999,10.709999999999999,12.11,12.38,12.38,12.38,13.179999999999998
UGA,2018,12.99,13.79,14.39,15.36,12.6,14.0,14.270000000000001,14.270000000000001,14.270000000000001,15.07
UGA,2019,10.94,11.04,11.64,12.6,9.85,11.25,11.52,11.52,11.52,12.31
UGA,2020,9.64,9.74,10.33,11.29,8.56,9.95,10.22,10.22,10.22,11.01
UGA,2021,9.3,10.09,10.69,11.64,8.91,10.3,10.57,10.57,10.57,11.36
UGA,2022,14.64,15.45,16.05,17.03,14.25,15.66,15.93,15.93,15.93,16.74
UGA,2023,13.69,14.49,15.09,16.06,13.29,14.69,14.97,14.97,14.97,15.77
UKR,2015,24.43,23.73,24.43,25.55,23.16,23.97,24.29,24.29,24.29,25.22
UKR,2016,23.81,23.12,23.81,24.94,22.55,23.36,23.67,23.67,23.67,24.6
UKR,2017,17.72,17.05,17.72,18.8,16.5,17.28,17.59,17.59,17.59,18.48
UKR,2018,18.49,17.83,18.49,19.57,16.5,18.06,18.36,18.36,18.36,19.25
UKR,2019,14.710000000000003,14.039999999999997,14.710000000000003,15.779999999999998,13.5,14.27,14.580000000000002,14.580000000000002,14.580000000000002,15.460000000000003
UKR,2020,12.27,11.62,12.27,13.34,11.07,11.07,12.14,12.14,12.14,13.02
UKR,2021,12.69,12.03,12.69,13.76,10.729999999999999,11.49,12.56,12.56,12.56,13.44
UKR,2022,25.41,24.73,25.41,26.51,23.38,24.18,25.28,25.28,25.28,26.18
UKR,2023,26.09,25.41,26.09,27.19,24.05,24.85,25.95,25.95,25.95,26.86
URY,2015,8.64,9.45,10.07,11.06,8.23,9.67,9.95,9.95,8.51,9.33
URY,2016,8.24,9.05,9.67,10.66,7.83,9.27,9.55,9.55,8.11,8.93
URY,2017,7.65,8.46,9.07,10.05,7.26,8.68,8.95,8.95,7.53,8.34
URY,2018,8.73,9.54,10.15,11.13,8.33,9.75,10.03,10.03,8.61,9.42
URY,2019,9.68,10.51,11.13,12.12,9.28,10.72,11.0,11.0,9.56,10.38
URY,2020,6.09,6.9,7.51,8.49,5.7,6.4,7.39,7.39,5.97,6.78
URY,2021,6.45,7.260000000000001,7.86,8.84,6.05,7.47,7.739999999999999,7.739999999999999,6.330000000000001,7.14
URY,2022,9.31,10.13,10.74,11.72,8.92,9.63,10.62,10.62,9.19,10.01
URY,2023,9.35,10.17,10.77,11.76,8.96,9.67,10.65,10.65,9.23,10.04
USA,2015,7.11,6.51,7.11,8.07,6.02,6.72,6.99,6.99,6.29,7.779999999999999
USA,2016,6.76,6.16,6.76,7.72,4.98,6.37,6.64,6.64,5.94,6.74
USA,2017,7.0200000000000005,6.43,7.0200000000000005,7.9799999999999995,5.24,6.63,6.9,6.9,5.51,7.0
USA,2018,7.66,7.06,7.66,8.62,5.88,7.27,7.54,7.54,6.150000000000001,7.64
USA,2019,6.9,6.3,6.9,7.860000000000001,5.12,6.51,6.779999999999999,6.779999999999999,5.39,6.88
USA,2020,5.81,5.21,5.81,6.77,4.03,4.72,5.69,5.69,4.3,5.79
USA,2021,6.150000000000001,5.55,6.150000000000001,7.11,5.06,5.06,6.03,6.03,4.64,6.13
USA,2022,7.69,7.09,7.69,8.65,6.6,6.6,7.57,7.57,6.18,6.97
USA,2023,8.22,7.63,8.22,9.18,7.14,7.14,8.1,8.1,6.71,7.51
UZB,2019,9.42,8.76,9.42,10.5,7.44,8.99,9.29,9.29,9.29,10.18
UZB,2020,10.61,9.94,10.61,11.69,8.61,10.17,10.48,10.48,10.48,11.37
UZB,2021,11.03,10.36,11.03,12.11,9.03,10.6,10.9,10.9,10.9,11.79
UZB,2022,16.08,15.41,16.08,17.17,14.07,15.64,15.94,15.94,15.94,16.84
UZB,2023,14.12,13.45,14.12,15.2,12.12,13.68,13.98,13.98,13.98,14.88
VCT,2015,17.31,16.67,17.31,18.33,15.41,16.89,17.18,17.18,17.18,18.03
VCT,2016,16.8,16.16,16.8,17.82,14.89,16.38,16.67,16.67,16.67,17.52
VCT,2017,13.8,13.19,13.8,14.790000000000001,11.97,13.4,13.679999999999998,13.679999999999998,13.679999999999998,14.49
VCT,2018,15.96,15.35,15.96,16.96,14.12,15.56,15.839999999999998,15.839999999999998,15.839999999999998,16.66
VCT,2019,12.78,12.17,12.78,13.77,10.95,12.38,12.66,12.66,12.66,13.470000000000002
VCT,2020,11.41,10.8,11.41,12.39,9.59,11.01,11.29,11.29,11.29,12.1
VCT,2021,11.78,11.17,11.78,12.76,9.96,11.38,11.660000000000002,11.660000000000002,11.660000000000002,12.47
VCT,2022,17.97,17.35,17.97,18.97,16.11,17.56,17.84,17.84,17.84,18.67
VCT,2023,16.72,16.1,16.72,17.71,14.88,16.32,16.6,16.6,16.6,17.42
VEN,2015,22.92,22.27,22.92,23.96,20.98,22.49,22.79,22.79,22.79,23.65
VEN,2016,22.32,21.67,22.32,23.37,20.39,21.9,22.19,22.19,22.19,23.06
VEN,2017,17.1,16.49,17.1,18.07,15.290000000000001,16.7,16.98,16.98,16.98,17.78
VEN,2018,28.98,28.33,28.98,30.03,27.040000000000003,28.56,28.850000000000005,28.850000000000005,28.850000000000005,29.709999999999997
VEN,2019,24.02,23.37,24.02,25.06,22.08,23.59,23.89,23.89,23.89,24.75
VEN,2020,23.93,23.28,23.93,24.98,22.0,23.51,23.8,23.8,23.8,24.67
VEN,2021,25.12,24.47,25.12,26.17,23.19,24.7,24.99,24.99,24.99,25.86
VEN,2022,31.2,30.55,31.2,32.25,29.27,30.78,31.07,31.07,31.07,31.94
VEN,2023,30.24,29.59,30.24,31.28,28.3,29.81,30.11,30.11,30.11,30.97
VNM,2015,14.71,14.06,14.71,15.770000000000001,12.75,14.279999999999998,14.58,14.58,14.58,15.46
VNM,2016,14.24,13.58,14.24,15.3,12.27,13.81,14.11,14.11,14.11,14.98
VNM,2017,12.34,11.7,12.34,13.38,10.41,11.92,12.209999999999999,12.209999999999999,12.209999999999999,13.070000000000002
VNM,2018,12.86,12.21,12.86,13.9,10.94,12.44,12.729999999999999,12.729999999999999,12.729999999999999,13.589999999999998
VNM,2019,10.68,10.04,10.68,11.72,8.76,10.26,10.55,10.55,10.55,11.41
VNM,2020,9.39,8.75,9.39,10.42,7.47,8.22,9.26,9.26,9.26,10.11
VNM,2021,9.78,9.14,9.78,10.81,7.86,7.86,9.65,9.65,9.65,10.5
VNM,2022,13.02,12.37,13.02,14.05,11.1,11.1,12.89,12.89,12.14,13.74
VNM,2023,12.77,12.13,12.77,13.8,10.85,10.85,12.64,12.64,11.89,13.5
YEM,2015,18.95,18.28,18.95,20.03,18.51,18.51,18.81,18.81,18.81,19.71
YEM,2016,18.41,17.74,18.41,19.49,17.97,17.19,18.28,18.28,18.28,19.17
YEM,2017,27.890000000000004,27.2,27.890000000000004,29.0,27.44,26.640000000000004,27.75,27.75,27.75,28.669999999999998
YEM,2018,30.7,30.01,30.7,31.820000000000004,30.25,28.64,30.570000000000004,30.570000000000004,30.570000000000004,31.49
YEM,2019,19.11,18.44,19.11,20.19,18.67,17.11,18.98,18.98,18.98,19.87
YEM,2020,25.38,24.69,25.38,26.49,24.93,23.32,25.24,25.24,25.24,26.16
YEM,2021,17.86,17.19,17.86,18.93,17.42,15.87,17.73,17.73,17.73,18.61
YEM,2022,33.07,32.38,33.07,34.18,32.62,31.01,32.93,32.93,32.93,33.85
YEM,2023,22.81,22.15,22.81,23.89,22.38,20.82,22.68,22.68,22.68,23.57
ZAF,2015,9.91,9.31,9.91,10.89,9.52,9.52,9.79,9.79,9.79,10.6
ZAF,2016,9.52,8.91,9.52,10.49,9.12,9.12,9.4,9.4,9.4,10.2
ZAF,2017,9.23,8.63,9.23,10.2,8.84,8.84,9.11,9.11,9.11,9.91
ZAF,2018,10.36,9.76,10.36,11.33,9.97,9.97,10.24,10.24,10.24,11.04
ZAF,2019,8.81,8.21,8.81,9.77,8.42,8.42,8.69,8.69,8.69,9.49
ZAF,2020,8.34,7.74,8.34,9.31,7.95,7.95,8.22,8.22,8.22,9.02
ZAF,2021,8.7,8.1,8.7,9.67,8.31,8.31,8.58,8.58,7.88,9.38
ZAF,2022,12.32,11.71,12.32,13.3,11.92,11.22,12.2,12.2,11.49,13.01
ZAF,2023,12.05,11.45,12.05,13.03,11.66,10.25,11.93,11.93,11.23,12.03
ZMB,2015,17.11,16.48,17.11,18.13,15.24,16.7,16.99,16.99,16.99,17.82
ZMB,2016,16.6,15.97,16.6,17.62,14.73,16.19,16.48,16.48,16.48,17.32
ZMB,2017,13.6,12.99,13.6,14.570000000000002,11.790000000000001,13.2,13.48,13.48,13.48,14.28
ZMB,2018,17.09,16.48,17.09,18.08,15.26,16.69,16.97,16.97,16.97,17.79
ZMB,2019,15.029999999999998,14.41,15.029999999999998,16.02,13.190000000000001,14.63,14.91,14.91,14.91,15.73
ZMB,2020,16.4,15.78,16.4,17.41,14.54,15.99,16.28,16.28,16.28,17.11
ZMB,2021,16.78,16.16,16.78,17.78,14.92,16.37,16.65,16.65,16.65,17.48
ZMB,2022,27.42,26.77,27.42,28.46,25.49,26.99,27.29,27.29,27.29,28.15
ZMB,2023,21.48,20.85,21.48,22.49,19.61,21.07,21.35,21.35,21.35,22.19
ZWE,2015,18.49,17.83,18.49,19.54,16.53,18.06,18.35,18.35,18.35,19.23
ZWE,2016,17.19,17.3,17.96,19.01,16.0,17.53,17.82,17.82,17.82,18.7
ZWE,2017,16.98,16.34,16.98,18.01,15.070000000000002,16.56,16.85,16.85,16.85,17.71
ZWE,2018,19.83,19.19,19.83,20.87,17.91,19.41,19.7,19.7,19.7,20.56
ZWE,2019,18.61,17.96,18.61,19.67,16.67,18.19,18.48,18.48,18.48,19.35
ZWE,2020,16.94,16.29,16.94,17.98,15.01,16.52,16.81,16.81,16.81,17.67
ZWE,2021,13.01,12.38,13.01,14.020000000000001,11.13,12.6,12.88,12.88,12.88,13.72
ZWE,2022,20.09,19.45,20.09,21.12,18.18,19.67,19.96,19.96,19.96,20.82
ZWE,2023,20.71,20.07,20.71,21.75,18.79,20.29,20.59,20.59,20.59,21.44
